,ARTIST,Rank,TITLE,Year,ARTIST_Full
5273,Johnny Mathis,76,What Will My Mary Say,1963.0,Johnny Mathis
5274,Jan Bradley,77,Mama Didn’t Lie,1963.0,Jan Bradley
5275,Bobby Vee,78,The Night Has A Thousand Eyes,1963.0,Bobby Vee
5276,The Cookies,79,Don’t Say Nothin’ Bad About My Baby,1963.0,The Cookies
5277,Johnny Cash,80,Ring Of Fire,1963.0,Johnny Cash
5278,Doris Troy,81,Just One Look,1963.0,Doris Troy
5279,Allan Sherman,82,"Hello Muddah, Hello Fadduh! (A Letter From Camp)",1963.0,Allan Sherman
5280,Lesley Gore,83,Judy’s Turn To Cry,1963.0,Lesley Gore
5281,Roll Harris,84,"Tie Me Kangaroo Down, Sport",1963.0,Roll Harris
5282,Miracles,85,Mickey’s Monkey,1963.0,Miracles
5283,Dion,86,"Donna, The Prima Donna",1963.0,Dion
5284,Nat King Cole,87,"That Sunday, That Summer",1963.0,Nat King Cole
5285,Sam Cooke,88,Another Saturday Night,1963.0,Sam Cooke
5286,Al Martino,89,"Painted, Tainted Rose",1963.0,Al Martino
5287,Dixiebelles With Cornbread and Jerry,90,(Down At) Papa Joe’s,1963.0,Dixiebelles With Cornbread and Jerry
5288,Steve Lawrence,91,Go Away Little Girl,1963.0,Steve Lawrence
5289,Ray Charles,92,Take These Chains From My Heart,1963.0,Ray Charles
5290,Sunny and The Sunglows,93,Talk To Me,1963.0,Sunny and The Sunglows
5291,Martha and The Vandellas,94,Come And Get These Memories,1963.0,Martha and The Vandellas
5292,Elvis Presley,95,Bossa Nova Baby,1963.0,Elvis Presley
5293,Dee Dee Sharp,96,Do The Bird,1963.0,Dee Dee Sharp
5294,Beach Boys,97,Shut Down,1963.0,Beach Boys
5295,Chiffons,98,One Fine Day,1963.0,Chiffons
5296,Bobby Bare,99,500 Miles Away From Home,1963.0,Bobby Bare
5297,Del Shannon,100,Little Town Flirt,1963.0,Del Shannon
5298,Mr. Acker Bilk,1,Stranger On The Shore,1962.0,Mr. Acker Bilk
5299,Ray Charles,2,I Can’t Stop Loving You,1962.0,Ray Charles
5300,Dee Dee Sharp,3,Mashed Potato Time,1962.0,Dee Dee Sharp
5301,Bobby Vinton,4,Roses Are Red,1962.0,Bobby Vinton
5302,David Rose,5,The Stripper,1962.0,David Rose
5303,Shelley Fabares,6,Johnny Angel,1962.0,Shelley Fabares
5304,Little Eva,7,The Loco-Motion,1962.0,Little Eva
5305,Sensations,8,Let Me In,1962.0,Sensations
5306,Chubby Checker,9,The Twist,1962.0,Chubby Checker
5307,Shirelles,10,Soldier Boy,1962.0,Shirelles
5308,Bruce Channel,11,Hey! Baby,1962.0,Bruce Channel
5309,Dion,12,The Wanderer,1962.0,Dion
5310,Gene Chandler,13,Duke Of Earl,1962.0,Gene Chandler
5311,Freddy Cannon,14,Palisades Park,1962.0,Freddy Cannon
5312,Neil Sedaka,15,Breaking Up Is Hard To Do,1962.0,Neil Sedaka
5313,Claude King,16,Wolverton Mountain,1962.0,Claude King
5314,Chubby Checker,17,Slow Twistin’,1962.0,Chubby Checker
5315,Johnny Tillotson,18,It Keeps Right On A-hurtin’,1962.0,Johnny Tillotson
5316,Mary Wells,19,The One Who Really Loves You,1962.0,Mary Wells
5317,Elvis Presley,20,Good Luck Charm,1962.0,Elvis Presley
5318,Kenny Ball,21,Midnight In Moscow,1962.0,Kenny Ball
5319,Tommy Roe,22,Sheila,1962.0,Tommy Roe
5320,Sam Cooke,23,Twistin’ The Night Away,1962.0,Sam Cooke
5321,Orlons,24,Wah-Watusi,1962.0,Orlons
5322,Joey Dee and The Starlighters,25,Peppermint Twist,1962.0,Joey Dee and The Starlighters
5323,Brenda Lee,26,Break It To Me Gently,1962.0,Brenda Lee
5324,Marvelettes,27,Playboy,1962.0,Marvelettes
5325,Nat King Cole,28,Ramblin’ Rose,1962.0,Nat King Cole
5326,Brian Hyland,29,Sealed With A Kiss,1962.0,Brian Hyland
5327,Jay and The Americans,30,She Cried,1962.0,Jay and The Americans
5328,Connie Francis,31,Don’t Break The Heart That Loves You,1962.0,Connie Francis
5329,Gary U.S. Bonds,32,Dear Lady Twist,1962.0,Gary U.S. Bonds
5330,Sue Thompson,33,Norman,1962.0,Sue Thompson
5331,Ketty Lester,34,Love Letters,1962.0,Ketty Lester
5332,Claudine Clark,35,Party Lights,1962.0,Claudine Clark
5333,Highwaymen,36,Cotton Fields,1962.0,Highwaymen
5334,Bent Fabric,37,Alley Cat,1962.0,Bent Fabric
5335,The Isley Brothers,38,Twist And Shout,1962.0,The Isley Brothers
5336,Richard Chamberlain,39,Theme From Dr. Kildare,1962.0,Richard Chamberlain
5337,Ace Cannon,40,Tuff,1962.0,Ace Cannon
5338,Clyde Mcphatter,41,"Lover, Please",1962.0,Clyde Mcphatter
5339,Barbara George,42,I Know,1962.0,Barbara George
5340,Rick Nelson,43,Young World,1962.0,Rick Nelson
5341,Shirelles,44,Baby It’s You,1962.0,Shirelles
5342,Pat Boone,45,Speedy Gonzales,1962.0,Pat Boone
5343,Burl Ives,46,A Little Bitty Tear,1962.0,Burl Ives
5344,Everly Brothers,47,Crying In The Rain,1962.0,Everly Brothers
5345,Emillo Pericoli,48,Al Di La’,1962.0,Emillo Pericoli
5346,Ernie Maresca,49,Shout! Shout! (Knock Yourself Out),1962.0,Ernie Maresca
5347,Don and Juan,50,What’s Your Name,1962.0,Don and Juan
5348,Corsairs,51,Smoky Places,1962.0,Corsairs
5349,Sam Cooke,52,Having A Party,1962.0,Sam Cooke
5350,Booker T and The MG’s,53,Green Onions,1962.0,Booker T and The MG’s
5351,Ray Charles,54,You Don’t Know Me,1962.0,Ray Charles
5352,Four Seasons,55,Sherry,1962.0,Four Seasons
5353,Joanie Sommers,56,Johnny Get Angry,1962.0,Joanie Sommers
5354,Elvis Presley,57,Can’t Help Falling In Love,1962.0,Elvis Presley
5355,Joey Dee,58,Shout,1962.0,Joey Dee
5356,Dave “Baby” Cortez,59,Rinky Dink,1962.0,Dave “Baby” Cortez
5357,Henry Mancini,60,Moon River,1962.0,Henry Mancini
5358,Ray Stevens,61,Ahab The Arab,1962.0,Ray Stevens
5359,Bobby Darin,62,Things,1962.0,Bobby Darin
5360,Gene Pitney,63,The Man Who Shot Liberty Valance,1962.0,Gene Pitney
5361,Duprees,64,You Belong To Me,1962.0,Duprees
5362,Roy Orbison,65,Dream Baby,1962.0,Roy Orbison
5363,Joe Henderson,66,Snap Your Fingers,1962.0,Joe Henderson
5364,Dion,67,Lovers Who Wander,1962.0,Dion
5365,Chris Montez,68,Let’s Dance,1962.0,Chris Montez
5366,Johnny Crawford,69,Cindy’s Birthday,1962.0,Johnny Crawford
5367,Mary Wells,70,You Beat Me To The Punch,1962.0,Mary Wells
5368,Barbara Lynn,71,You’ll Lose A Good Thing,1962.0,Barbara Lynn
5369,Crystals,72,Uptown,1962.0,Crystals
5370,Brenda Lee,73,Everybody Loves Me But You,1962.0,Brenda Lee
5371,Dickie Lee,74,Patches,1962.0,Dickie Lee
5372,Jimmy Clanton,75,Venus In Blue Jeans,1962.0,Jimmy Clanton
5373,Paul Anka,76,Love Me Warm And Tender,1962.0,Paul Anka
5374,Rick Nelson,77,Teen Age Idol,1962.0,Rick Nelson
5375,Patsy Cline,78,She’s Got You,1962.0,Patsy Cline
5376,Larry Finnegan,79,Dear One,1962.0,Larry Finnegan
5377,James Darren,80,Her Royal Majesty,1962.0,James Darren
5378,Walter Brennan,81,Old Rivers,1962.0,Walter Brennan
5379,Burl Ives,82,Funny Way Of Laughin’,1962.0,Burl Ives
5380,Billy Vaughn,83,A Swingin’ Safari,1962.0,Billy Vaughn
5381,Dick and Deedee,84,Tell Me,1962.0,Dick and Deedee
5382,Jimmy Dean,85,P.T. 109,1962.0,Jimmy Dean
5383,Dion,86,Little Diane,1962.0,Dion
5384,Billy Joe and The Checkmates,87,Percolator (Twist),1962.0,Billy Joe and The Checkmates
5385,Gary U.S. Bonds,88,"Twist, Twist Senora",1962.0,Gary U.S. Bonds
5386,Jimmy Soul,89,Twistin’ Matilda,1962.0,Jimmy Soul
5387,Dee Dee Sharp,90,Gravy,1962.0,Dee Dee Sharp
5388,Jimmy Smith,91,Walk On The Wild Side,1962.0,Jimmy Smith
5389,King Curtis,92,Soul Twist,1962.0,King Curtis
5390,Bobby Rydell,93,I’ll Never Dance Again,1962.0,Bobby Rydell
5391,Ikettes,94,I’m Blue,1962.0,Ikettes
5392,Kingston Trio,95,Where Have All The Flowers Gone,1962.0,Kingston Trio
5393,Eddie Hodges,96,"(Girls, Girls, Girls) Were Made To Love",1962.0,Eddie Hodges
5394,Gene Pitney,97,Town Without Pity,1962.0,Gene Pitney
5395,"Peter, Paul and Mary",98,If I Had A Hammer,1962.0,"Peter, Paul and Mary"
5396,Ronnie and The Hi-lites,99,I Wish That We Were Married,1962.0,Ronnie and The Hi-lites
5397,Beach Boys,100,Surfin’ Safari,1962.0,Beach Boys
5398,Bobby Lewis,1,Tossin’ And Turnin’,1961.0,Bobby Lewis
5399,Patsy Cline,2,I Fall To Pieces,1961.0,Patsy Cline
5400,Highwaymen,3,Michael,1961.0,Highwaymen
5401,Roy Orbison,4,Cryin’,1961.0,Roy Orbison
5402,Del Shannon,5,Runaway,1961.0,Del Shannon
5403,Jive Five,6,My True Story,1961.0,Jive Five
5404,Chubby Checker,7,Pony Time,1961.0,Chubby Checker
5405,String-a-longs,8,Wheels,1961.0,String-a-longs
5406,Dee Clark,9,Raindrops,1961.0,Dee Clark
5407,Joe Dowell,10,Wooden Heart (Muss I Denn),1961.0,Joe Dowell
5408,Lawrence Welk,11,Calcutta,1961.0,Lawrence Welk
5409,Bobby Vee,12,Take Good Care Of My Baby,1961.0,Bobby Vee
5410,Roy Orbison,13,Running Scared,1961.0,Roy Orbison
5411,The Shirelles,14,Dedicated To The One I Love,1961.0,The Shirelles
5412,Mar-keys,15,Last Night,1961.0,Mar-keys
5413,Shirelles,16,(Will You Love Me) Tomorrow,1961.0,Shirelles
5414,Ferrante and Teicher,17,Exodus,1961.0,Ferrante and Teicher
5415,Connie Francis,18,Where The Boys Are,1961.0,Connie Francis
5416,Ray Charles,19,Hit The Road Jack,1961.0,Ray Charles
5417,Sue Thompson,20,Sad Movies (Make Me Cry),1961.0,Sue Thompson
5418,Ernie K-Doe,21,Mother-In-Law,1961.0,Ernie K-Doe
5419,Dovells,22,Bristol Stomp,1961.0,Dovells
5420,Ricky Nelson,23,Travelin’ Man,1961.0,Ricky Nelson
5421,Miracles,24,Shop Around,1961.0,Miracles
5422,Brook Benton,25,The Boll Weevil Song,1961.0,Brook Benton
5423,Gene Mcdaniels,26,A Hundred Pounds Of Clay,1961.0,Gene Mcdaniels
5424,Dick and Deedee,27,The Mountain’s High,1961.0,Dick and Deedee
5425,Marty Robbins,28,Don’t Worry,1961.0,Marty Robbins
5426,Floyd Cramer,29,On The Rebound,1961.0,Floyd Cramer
5427,Steve Lawrence,30,Portrait Op My Love,1961.0,Steve Lawrence
5428,Gary,31,Quarter To Three,1961.0,Gary
5429,Barry Mann,32,"Who Put The Bomp (In The Bomp, Bomp, Bomp)",1961.0,Barry Mann
5430,Neil Sedaka,33,Calendar Girl,1961.0,Neil Sedaka
5431,Chris Kenner,34,I Like It Like That,1961.0,Chris Kenner
5432,Jørgen Ingmann,35,Apache,1961.0,Jørgen Ingmann
5433,Linda Scott,36,Don’t Bet Money Honey,1961.0,Linda Scott
5434,Johnny Tillotson,37,Without You,1961.0,Johnny Tillotson
5435,Ferlin Husky,38,Wings Of A Dove,1961.0,Ferlin Husky
5436,Elvis Presley,39,Little Sister,1961.0,Elvis Presley
5437,Marcels,40,Blue Moon,1961.0,Marcels
5438,Shep and The Limelites,41,Daddy’s Home,1961.0,Shep and The Limelites
5439,Troy Shondell,42,This Time,1961.0,Troy Shondell
5440,Clarence “Frog Man” Henry,43,I Don’t Know Why But I Do,1961.0,Clarence “Frog Man” Henry
5441,Kokomo,44,Asia Minor,1961.0,Kokomo
5442,Faron Young,45,Hello Walls,1961.0,Faron Young
5443,Dion,46,Runaround Sue,1961.0,Dion
5444,Arthur Lyman,47,Yellow Bird,1961.0,Arthur Lyman
5445,Timi Yuro,48,Hurt,1961.0,Timi Yuro
5446,Ricky Nelson,49,Hello Mary Lou,1961.0,Ricky Nelson
5447,Capris,50,There’s A Moon Out Tonight,1961.0,Capris
5448,Elvis Presley,51,Surrender,1961.0,Elvis Presley
5449,Paris Sisters,52,I Love How You Love Me,1961.0,Paris Sisters
5450,Lee Dorsey,53,Ya Ya,1961.0,Lee Dorsey
5451,Gary,54,School Is Out,1961.0,Gary
5452,Bob Moore,55,Mexico,1961.0,Bob Moore
5453,Ral Donner,56,You Don’t Know What You’ve Got (Until You Lose It),1961.0,Ral Donner
5454,Everly Brothers,57,Walk Right Back,1961.0,Everly Brothers
5455,Lettermen,58,The Way You Look Tonight,1961.0,Lettermen
5456,Pat Boone,59,Moody River,1961.0,Pat Boone
5457,Ray Charles,60,One Mint Julep,1961.0,Ray Charles
5458,Adam Wade,61,Take Good Care Of Her,1961.0,Adam Wade
5459,Carla Thomas,62,Gee Whiz (Look At His Eyes),1961.0,Carla Thomas
5460,Ben E. King,63,Stand By Me,1961.0,Ben E. King
5461,Ben E. King,64,Spanish Harlem,1961.0,Ben E. King
5462,Ike and Tina Turner,65,It’s Gonna Work Out Fine,1961.0,Ike and Tina Turner
5463,Echoes,66,Baby Blue,1961.0,Echoes
5464,Buzz Clifford,67,Baby Sittin’ Boogie,1961.0,Buzz Clifford
5465,Del Shannon,68,Hats Off To Larry,1961.0,Del Shannon
5466,Caesar and The Romans,69,Those Oldies But Goodies,1961.0,Caesar and The Romans
5467,Chubby Checker,70,The Fly,1961.0,Chubby Checker
5468,Elvis Presley,71,(Marie’s The Name) His Latest Flame,1961.0,Elvis Presley
5469,Bert Kaempfert and His Orch.,72,Wonderland By Night,1961.0,Bert Kaempfert and His Orch.
5470,Tony Orlando,73,Bless You,1961.0,Tony Orlando
5471,Linda Scott,74,I’ve Told Every Little Star,1961.0,Linda Scott
5472,Bobby Lewis,75,One Track Mind,1961.0,Bobby Lewis
5473,Rosie and The Originals,76,Angel Baby,1961.0,Rosie and The Originals
5474,Curtis Lee,77,Pretty Little Angel Eyes,1961.0,Curtis Lee
5475,Brook Benton,78,Think Twice,1961.0,Brook Benton
5476,Lonnie Donegan,79,Does Your Chewing Gum Lose Its Flavor (On The Bedpost Overnight),1961.0,Lonnie Donegan
5477,Connie Francis,80,Breakin’ In A Brand New Broken Heart,1961.0,Connie Francis
5478,Shirelles,81,Mama Said,1961.0,Shirelles
5479,Fats Domino,82,Let The Four Winds Blow,1961.0,Fats Domino
5480,Adam Wade,83,The Writing On The Wall,1961.0,Adam Wade
5481,Matt Monroe,84,My Kind Of Girl,1961.0,Matt Monroe
5482,Paul Anka,85,"Tonight My Love, Tonight",1961.0,Paul Anka
5483,Jimmy Dean,86,Big Bad John,1961.0,Jimmy Dean
5484,Bobby Rydell,87,Good Time Baby,1961.0,Bobby Rydell
5485,Floyd Cramer,88,San Antonio Rose,1961.0,Floyd Cramer
5486,Bobby Vee,89,Rubber Ball,1961.0,Bobby Vee
5487,Ray Peterson,90,Missing You,1961.0,Ray Peterson
5488,Brenda Lee,91,Dum Dum,1961.0,Brenda Lee
5489,Eddie Hodges,92,I’m Gonna Knock On Your Door,1961.0,Eddie Hodges
5490,Brenda Lee,93,You Can Depend On Me,1961.0,Brenda Lee
5491,Chubby Checker,94,Let’s Twist Again,1961.0,Chubby Checker
5492,Dave Brubeck,95,Take Five,1961.0,Dave Brubeck
5493,Elvis Presley,96,Are You Lonesome Tonight,1961.0,Elvis Presley
5494,Don Gibson,97,Sea Of Heartbreak,1961.0,Don Gibson
5495,Four Preps,98,More Money For You And Me Medley,1961.0,Four Preps
5496,Bobby Darin,99,You Must Have Been A Beautiful Baby,1961.0,Bobby Darin
5497,Drifters,100,Please Stay,1961.0,Drifters
5498,Percy Faith,1,Theme From “A Summer Place”,1960.0,Percy Faith
5499,Jim Reeves,2,He’ll Have To Go,1960.0,Jim Reeves
5500,Everly Brothers,3,Cathy’s Clown,1960.0,Everly Brothers
5501,Johnny Preston,4,Running Bear,1960.0,Johnny Preston
5502,Mark Dinning,5,Teen Angel,1960.0,Mark Dinning
5503,Brenda Lee,6,I’m Sorry,1960.0,Brenda Lee
5504,Elvis Presley,7,It’s Now Or Never,1960.0,Elvis Presley
5505,Jimmy Jones,8,Handy Man,1960.0,Jimmy Jones
5506,Elvis Presley,9,Stuck On You,1960.0,Elvis Presley
5507,Chubby Checker,10,The Twist,1960.0,Chubby Checker
5508,Connie Francis,11,Everybody’s Somebody’s Fool,1960.0,Connie Francis
5509,Bobby Rydell,12,Wild One,1960.0,Bobby Rydell
5510,Brothers Four,13,Greenfields,1960.0,Brothers Four
5511,Jack Scott,14,What In The World’s Come Over You,1960.0,Jack Scott
5512,Marty Robbins,15,El Paso,1960.0,Marty Robbins
5513,Hollywood Argyles,16,Alley-oop,1960.0,Hollywood Argyles
5514,Connie Francis,17,My Heart Has A Mind Of Its Own,1960.0,Connie Francis
5515,Brenda Lee,18,Sweet Nothin’s,1960.0,Brenda Lee
5516,Brian Hyland,19,Itsy Bitsy Teenie Weenie Yellow Polkadot Bikini,1960.0,Brian Hyland
5517,Roy Orbison,20,Only The Lonely,1960.0,Roy Orbison
5518,Dion and The Belmonts,21,Where Or When,1960.0,Dion and The Belmonts
5519,Connie Stevens,22,Sixteen Reasons,1960.0,Connie Stevens
5520,Paul Anka,23,Puppy Love,1960.0,Paul Anka
5521,Frankie Avalon,24,Why,1960.0,Frankie Avalon
5522,Ventures,25,"Walk, Dont Run",1960.0,Ventures
5523,Drifters,26,Save The Last Dance For Me,1960.0,Drifters
5524,Brook Benton and Dinah Washington,27,Baby (You Got What It Takes),1960.0,Brook Benton and Dinah Washington
5525,Johnny Horton,28,Sink The Bismark,1960.0,Johnny Horton
5526,Sam Cooke,29,Chain Gang,1960.0,Sam Cooke
5527,Everly Brothers,30,Let It Be Me,1960.0,Everly Brothers
5528,Jimmy Jones,31,Good Timin’,1960.0,Jimmy Jones
5529,Bobby Darin,32,Beyond The Sea,1960.0,Bobby Darin
5530,Jimmy Clanton,33,Go Jimmy Go,1960.0,Jimmy Clanton
5531,Jackie Wilson,34,Night,1960.0,Jackie Wilson
5532,Jack Scott,35,Burning Bridges,1960.0,Jack Scott
5533,Toni Fisher,36,The Big Hurt,1960.0,Toni Fisher
5534,Duane Eddy,37,Because They’re Young,1960.0,Duane Eddy
5535,Conway Twitty,38,Lonely Blue Boy,1960.0,Conway Twitty
5536,Steve Lawrence,39,Pretty Blue Eyes,1960.0,Steve Lawrence
5537,Freddie Cannon,40,Way Down Yonder In New Orleans,1960.0,Freddie Cannon
5538,Anita Bryant,41,Paper Roses,1960.0,Anita Bryant
5539,Larry Verne,42,Mr. Custer,1960.0,Larry Verne
5540,Brenda Lee,43,I Want To Be Wanted,1960.0,Brenda Lee
5541,Fendermen,44,Mule Skinner Blues,1960.0,Fendermen
5542,Johnny Preston,45,Cradle Of Love,1960.0,Johnny Preston
5543,Marv Johnson,46,You’ve Got What It Takes,1960.0,Marv Johnson
5544,Hank Locklin,47,"Please Help Me, I’m Falling",1960.0,Hank Locklin
5545,Ron Holden,48,Love You So,1960.0,Ron Holden
5546,Hank Ballard and The Midnighters,49,Finger Poppin’ Time,1960.0,Hank Ballard and The Midnighters
5547,Platters,50,Harbor Lights,1960.0,Platters
5548,Billy Bland,51,Let The Little Girl Dance,1960.0,Billy Bland
5549,Jeanne Black,52,He’ll Have To Stay,1960.0,Jeanne Black
5550,Ferrante and Teicher,53,Theme From The Apartment,1960.0,Ferrante and Teicher
5551,Bobby Rydell,54,Volare (Nel Blu Dipinto Di Blu),1960.0,Bobby Rydell
5552,Jimmy Charles,55,A Million To One,1960.0,Jimmy Charles
5553,Andy Williams,56,The Village Of St. Bernadette,1960.0,Andy Williams
5554,The Browns,57,The Old Lamplighter,1960.0,The Browns
5555,Bill Black’s Combo,58,White Silver Sands,1960.0,Bill Black’s Combo
5556,Bobby Vee,59,Devil Or Angel,1960.0,Bobby Vee
5557,Four Preps,60,Down By The Station,1960.0,Four Preps
5558,Little Dippers,61,Forever,1960.0,Little Dippers
5559,Safaris and The Phantom’s Band,62,Image Of A Girl,1960.0,Safaris and The Phantom’s Band
5560,Brook Benton,63,Kiddio,1960.0,Brook Benton
5561,Donnie Brooks,64,Mission Bell,1960.0,Donnie Brooks
5562,Marv Johnson,65,I Love The Way You Love,1960.0,Marv Johnson
5563,Paul Anka,66,It’s Time To Cry,1960.0,Paul Anka
5564,Ray Peterson,67,Tell Laura I Love Her,1960.0,Ray Peterson
5565,Connie Francis,68,Mama,1960.0,Connie Francis
5566,Steve Lawrence,69,Footsteps,1960.0,Steve Lawrence
5567,Everly Brothers,70,So Sad,1960.0,Everly Brothers
5568,Brenda Lee,71,That’s All You Gotta Do,1960.0,Brenda Lee
5569,Fats Domino,72,Walking To New Orleans,1960.0,Fats Domino
5570,Connie Francis,73,Among My Souvenirs,1960.0,Connie Francis
5571,Bobby Rydell,74,Swingin’ School,1960.0,Bobby Rydell
5572,Dinah Washington and Brook Benton,75,A Rockin’ Good Way,1960.0,Dinah Washington and Brook Benton
5573,Neil Sedaka,76,Stairway To Heaven,1960.0,Neil Sedaka
5574,Paul Anka,77,My Home Town,1960.0,Paul Anka
5575,Ray Charles,78,Georgia On My Mind,1960.0,Ray Charles
5576,Skip and Flip,79,Cherry Pie,1960.0,Skip and Flip
5577,Sam Cooke,80,Wonderful World,1960.0,Sam Cooke
5578,Spencer Ross,81,Tracy’s Theme,1960.0,Spencer Ross
5579,Lloyd Price,82,Lady Luck,1960.0,Lloyd Price
5580,Crests,83,Step By Step,1960.0,Crests
5581,Paul Evans,84,Happy-Go-Lucky Me,1960.0,Paul Evans
5582,Ricky Nelson,85,Young Emotions,1960.0,Ricky Nelson
5583,Johnny Burnette,86,Dreamin’,1960.0,Johnny Burnette
5584,Johnny Tillotson,87,Poetry In Motion,1960.0,Johnny Tillotson
5585,Annette,88,O Dio Mio,1960.0,Annette
5586,Joe Jones,89,You Talk Too Much,1960.0,Joe Jones
5587,Johnny and The Hurricanes,90,Beatnik Fly,1960.0,Johnny and The Hurricanes
5588,Everly Brothers,91,When Will I Be Loved,1960.0,Everly Brothers
5589,Bob Luman,92,Let’s Think About Livin’,1960.0,Bob Luman
5590,Guy Mitchell,93,Heartaches By The Number,1960.0,Guy Mitchell
5591,Anita Bryant,94,In My Little Corner Of The World,1960.0,Anita Bryant
5592,Jackie Wilson,95,Doggin’ Around,1960.0,Jackie Wilson
5593,Bobby Rydell,96,Little Bitty Girl,1960.0,Bobby Rydell
5594,Barret Strong,97,Money,1960.0,Barret Strong
5595,Maurice Williams,98,Stay,1960.0,Maurice Williams
5596,Charlie Rich,99,Lonely Weekends,1960.0,Charlie Rich
5597,Larry Hall,100,Sandy,1960.0,Larry Hall
5598,Domenico Modugno,1,Volare (Nel Blu Dipinto Di Blu),1958.0,Domenico Modugno
5599,Everly Brothers,2,All I Have To Do Is Dream / Claudette,1958.0,Everly Brothers
5600,Elvis Presley,3,Don’t / I Beg Of You,1958.0,Elvis Presley
5601,David Seville,4,Witch Doctor,1958.0,David Seville
5602,Perez Prado,5,Patricia,1958.0,Perez Prado
5603,Billy Vaughn,6,Sail Along Silvery Moon / Raunchy,1958.0,Billy Vaughn
5604,Perry Como,7,Catch A Falling Star / Magic Moments,1958.0,Perry Como
5605,Champs,8,Tequila,1958.0,Champs
5606,Tommy Edwards,9,It’s All In The Game,1958.0,Tommy Edwards
5607,Dean Martin,10,Return To Me,1958.0,Dean Martin
5608,Conway Twitty,11,It’s Only Make Believe,1958.0,Conway Twitty
5609,Sheb Wooley,12,The Purple People Eater,1958.0,Sheb Wooley
5610,Everly Brothers,13,Bird Dog / Devoted To You,1958.0,Everly Brothers
5611,Silhouettes,14,Get A Job,1958.0,Silhouettes
5612,Elegants,15,Little Star,1958.0,Elegants
5613,Ricky Nelson,16,Stood Up / Waitin’ In School,1958.0,Ricky Nelson
5614,Laurie London,17,He’s Got The Whole World In His Hands,1958.0,Laurie London
5615,Platters,18,Twilight Time,1958.0,Platters
5616,Jimmie Rodgers,19,Secretly,1958.0,Jimmie Rodgers
5617,Danny and The Juniors,20,At The Hop,1958.0,Danny and The Juniors
5618,Coasters,21,Yakety Yak,1958.0,Coasters
5619,Elvis Presley,22,Wear My Ring Around Your Neck / Doncha’ Think It’s Time,1958.0,Elvis Presley
5620,Ricky Nelson,23,Poor Little Fool,1958.0,Ricky Nelson
5621,Pat Boone,24,Wonderful Time Up There / It’s Too Soon To Know,1958.0,Pat Boone
5622,Jimmy Clanton,25,Just A Dream,1958.0,Jimmy Clanton
5623,McGuire Sisters,26,Sugartime,1958.0,McGuire Sisters
